requestId,clientId,endpoint,method,timestamp,status,responseCode,responseTimeMs,rateLimit,remaining,windowSeconds,abuseDetected,abuseReason,severity
03058cda-b0db-45c9-be7f-34710be9917b,PartnerAPI,/api/update,PUT,2026-09-18T22:04:13,BLOCKED,429,95,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
e3ae7489-7bd2-4a92-a299-0e9ff3c8ecba,PartnerAPI,/api/delete,DELETE,2026-09-18T22:04:13,BLOCKED,429,57,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
00ebf051-14fa-45e0-b327-4ccc4e65afe9,PartnerAPI,/api/read,GET,2026-09-18T22:04:13,BLOCKED,429,127,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
4f93d83a-0b29-4285-8434-fe69dec90eea,PartnerAPI,/api/write,POST,2026-09-18T22:04:13,BLOCKED,429,54,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
9b448598-5e4b-4f12-8b79-31725c7908d5,PartnerAPI,/api/update,PUT,2026-09-18T22:04:13,BLOCKED,429,85,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
0d9843ed-a052-4135-b8c6-1167812ce48f,PartnerAPI,/api/delete,DELETE,2026-09-18T22:04:13,BLOCKED,429,103,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
10ab36a8-a267-40bb-a831-6bcba62f48bc,PartnerAPI,/api/read,GET,2026-09-18T22:04:13,BLOCKED,429,82,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
9021ff99-d4e0-4a11-8d8e-1866ead35a71,PartnerAPI,/api/write,POST,2026-09-18T22:04:13,BLOCKED,429,91,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
dbd4b940-fe82-4400-ba06-b9a831ba9bf6,PartnerAPI,/api/update,PUT,2026-09-18T22:04:13,BLOCKED,429,91,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
ff0055db-0434-45b4-b06c-bec2c1bb3dd5,PartnerAPI,/api/delete,DELETE,2026-09-18T22:04:13,BLOCKED,429,118,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
dd8ca470-8a6a-4a50-92ec-8c9989ee8e75,SuspiciousBot,/api/read,GET,2026-09-18T22:04:13,ALLOWED,200,21,10,10,10,false,,NORMAL
ab3e9bdd-ba39-4d60-a786-946a5b66bf2c,SuspiciousBot,/api/write,POST,2026-09-18T22:04:13,ALLOWED,200,40,10,9,10,false,,NORMAL
374c89fe-fef5-4cd6-bbc0-6730743c0a0f,SuspiciousBot,/api/update,PUT,2026-09-18T22:04:13,ALLOWED,200,106,10,8,10,false,,NORMAL
a68704dc-1e8d-47aa-95b6-7f6ffdd79900,SuspiciousBot,/api/delete,DELETE,2026-09-18T22:04:13,ALLOWED,200,78,10,7,10,false,,NORMAL
34ff9792-107a-4117-9e5e-7c585f7456e8,SuspiciousBot,/api/read,GET,2026-09-18T22:04:13,ALLOWED,200,122,10,6,10,true,Burst detected: 4 requests within 3 seconds starting at 22:04:03,WARNING
55946222-9667-45b4-827f-84d8a99a7cdd,SuspiciousBot,/api/write,POST,2026-09-18T22:04:13,ALLOWED,200,54,10,5,10,true,Burst detected: 5 requests within 3 seconds starting at 22:04:03; Burst detected: 4 requests within 3 seconds starting at 22:04:04,WARNING
e5595721-b182-4c36-b6c5-37f722950962,SuspiciousBot,/api/update,PUT,2026-09-18T22:04:13,ALLOWED,200,148,10,4,10,true,Fixed window limit exceeded: 6 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 6 requests within 3 seconds starting at 22:04:03; Burst detected: 5 requests within 3 seconds starting at 22:04:04; Burst detected: 4 requests within 3 seconds starting at 22:04:04,CRITICAL
1a649e3e-9d58-432e-8daf-f0dc1940fad7,SuspiciousBot,/api/delete,DELETE,2026-09-18T22:04:13,ALLOWED,200,115,10,3,10,true,Fixed window limit exceeded: 7 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 6 requests within 3 seconds starting at 22:04:04; Burst detected: 5 requests within 3 seconds starting at 22:04:04; Burst detected: 4 requests within 3 seconds starting at 22:04:05,CRITICAL
0c0ad513-7ec2-45a3-b2c2-e28e0376a99b,SuspiciousBot,/api/read,GET,2026-09-18T22:04:13,ALLOWED,200,92,10,2,10,true,Fixed window limit exceeded: 8 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:04; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:05; Retry abuse detected: 7 rapid retry attempts (< 1 second apart),CRITICAL
b44a0413-beb4-4777-8f91-4196d9907755,SuspiciousBot,/api/write,POST,2026-09-18T22:04:13,ALLOWED,200,90,10,1,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
01dbbedb-4313-40b9-84d1-84cb08641bce,SuspiciousBot,/api/update,PUT,2026-09-18T22:04:13,BLOCKED,429,130,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
8954ce1b-a7c6-496d-8cda-3a028fc2a373,SuspiciousBot,/api/delete,DELETE,2026-09-18T22:04:13,BLOCKED,429,75,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
a849d304-f3fd-475c-a007-51a98e13bb13,SuspiciousBot,/api/read,GET,2026-09-18T22:04:13,BLOCKED,429,139,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
aad052ca-95c0-4029-a8ab-f215f574bd1a,SuspiciousBot,/api/write,POST,2026-09-18T22:04:13,BLOCKED,429,59,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
1a353a19-a15e-482f-9569-1d6e41528b9e,SuspiciousBot,/api/update,PUT,2026-09-18T22:04:13,BLOCKED,429,42,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
e0e6fa3c-e533-4acc-9a23-fd436cd45012,SuspiciousBot,/api/delete,DELETE,2026-09-18T22:04:13,BLOCKED,429,140,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
3eaa74ca-dec4-4847-8045-66cd8eddad62,SuspiciousBot,/api/read,GET,2026-09-18T22:04:13,BLOCKED,429,70,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
6dbf4ec8-4f97-4a7f-a000-679084ae5ed2,SuspiciousBot,/api/write,POST,2026-09-18T22:04:13,BLOCKED,429,150,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
e536f8ea-74b4-4b05-98ba-f6fb19f94814,SuspiciousBot,/api/update,PUT,2026-09-18T22:04:13,BLOCKED,429,47,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
0a23cd53-3623-4f89-9c0f-1ece5b6d440e,SuspiciousBot,/api/delete,DELETE,2026-09-18T22:04:13,BLOCKED,429,126,10,0,10,true,Fixed window limit exceeded: 9 requests in 10s window (limit: 5); Sliding window abuse detected: 6 requests within 10s window (limit: 5); Burst detected: 7 requests within 3 seconds starting at 22:04:03; Burst detected: 7 requests within 3 seconds starting at 22:04:04; Burst detected: 6 requests within 3 seconds starting at 22:04:05; Burst detected: 5 requests within 3 seconds starting at 22:04:05; Burst detected: 4 requests within 3 seconds starting at 22:04:06; Retry abuse detected: 8 rapid retry attempts (< 1 second apart); Excessive consecutive requests: 9 requests in quick succession,CRITICAL
59436d57-0024-4f02-804e-e703825de5fd,ko,/api/delete,DELETE,2026-09-18T22:47:19,ALLOWED,200,59,10,9,10,false,,NORMAL
5a3ecfb9-f43d-4509-84fa-6260c6bece26,WebApp,/api/delete,DELETE,2026-09-18T22:47:19,ALLOWED,200,111,10,9,10,false,,NORMAL
4f24531e-c476-4d39-bba0-be20326eb7fd,PartnerAPI,/api/delete,DELETE,2026-09-18T22:47:19,ALLOWED,200,45,10,9,10,false,,NORMAL
f9f76975-d098-4a26-a4b6-0c0ba3ec22b6,SuspiciousBot,/api/delete,DELETE,2026-09-18T22:47:19,ALLOWED,200,127,10,9,10,false,,NORMAL
00f0d439-0b09-40aa-b4b7-33cebae32142,ko,/api/delete,DELETE,2026-09-18T22:47:20,ALLOWED,200,80,10,8,10,false,,NORMAL
406292ac-8628-4f0a-b92b-c0a350e8605f,WebApp,/api/delete,DELETE,2026-09-18T22:47:20,ALLOWED,200,84,10,8,10,false,,NORMAL
99067f75-f2da-4699-bdc7-4d88470101a6,PartnerAPI,/api/delete,DELETE,2026-09-18T22:47:20,ALLOWED,200,50,10,8,10,false,,NORMAL
85fd4ecb-a6e3-42c1-85dd-10f41aa3d167,SuspiciousBot,/api/delete,DELETE,2026-09-18T22:47:20,ALLOWED,200,132,10,8,10,false,,NORMAL
72584a8a-af80-44af-b0e3-73cd9f50a1a5,ko,/api/write,POST,2026-09-18T22:47:31,ALLOWED,200,16,10,9,10,false,,NORMAL
6b01b257-65dd-43a2-8961-2377f67d1a75,ko,/api/read,GET,2026-09-18T22:47:32,ALLOWED,200,131,10,8,10,false,,NORMAL
